Series,Series Code,Country Name,Country Code,2010 [YR2010],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Canada,CAN,34437.3586191916,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cayman Islands,CYM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Central African Republic,CAF,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Chad,TCD,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Channel Islands,CHI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Chile,CHL,17820.4534589471,17733.4600203922,17249.5000293754,18301.379157505,..,23428.6179805787,23747.1489667623
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,China,CHN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Colombia,COL,..,15324.4626416295,17475.635343094,17922.8184539631,..,..,19623.6690780645
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Comoros,COM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Congo, Rep.",COG,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Costa Rica,CRI,..,..,..,24216.946048188,..,23887.5082713316,24238.4813898781
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cote d'Ivoire,CIV,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Croatia,HRV,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cuba,CUB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Curacao,CUW,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Cyprus,CYP,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Czech Republic,CZE,12577.6130944216,16536.6837389552,16582.5688596354,17250.4303786352,..,17919.6673278063,20472.2053820017
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Denmark,DNK,41525.1813605737,40283.7332083787,40437.18248473,41937.7357427688,..,41273.7083685784,44039.4832948937
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Djibouti,DJI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Dominica,DMA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Dominican Republic,DOM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,East Asia & Pacific,EAS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ecuador,ECU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,El Salvador,SLV,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Equatorial Guinea,GNQ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Eritrea,ERI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Estonia,EST,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ethiopia,ETH,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Euro area,EMU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Europe & Central Asia,ECS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,European Union,EUU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Faroe Islands,FRO,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Fiji,FJI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Finland,FIN,24519.5871074029,27645.2982276807,27565.8004177678,29159.5048662873,..,29578.260066115,30027.4893943282
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,France,FRA,24333.9525283679,27253.9875642065,27866.6569982189,28524.5738130611,..,29515.5433306266,30871.9197004
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,French Polynesia,PYF,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Gabon,GAB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Gambia, The",GMB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Georgia,GEO,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Germany,DEU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ghana,GHA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Gibraltar,GIB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Greece,GRC,26583.2097699145,17759.6711533418,18407.5967859752,18679.3191114494,..,19374.297711278,19825.3781179507
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Greenland,GRL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Grenada,GRD,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guam,GUM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guatemala,GTM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guinea,GIN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guinea-Bissau,GNB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Guyana,GUY,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Haiti,HTI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,High income,HIC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Honduras,HND,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Hungary,HUN,10257.4340354594,10294.6809197257,13228.0984998641,13299.5905478387,..,14226.931815337,14544.6029681299
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Iceland,ISL,21477.4942536427,24906,..,..,..,34394.1854978325,37367.357274301
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,India,IND,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Indonesia,IDN,1637.62734411398,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Iraq,IRQ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Ireland,IRL,32600.8484976969,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Isle of Man,IMN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Israel,ISR,14204.865294082,22367.601361857,21332.6382870465,22464.8585226686,..,23000.5545770339,24351.6449763006
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Italy,ITA,27014.9396107573,27508.6964002104,27313.9489230971,27941.5534341098,..,28513.778967499,30403.287804628
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Jamaica,JAM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Japan,JPN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Jordan,JOR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kazakhstan,KAZ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kenya,KEN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kiribati,KIR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Korea, Rep.",KOR,26237.5737589324,29356.8885079181,26910.2440192121,28352.0779044335,..,30395.0870859946,32485.2266806741
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kosovo,XKX,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kuwait,KWT,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lao PDR,LAO,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latin America & Caribbean,LCN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Latvia,LVA,..,..,..,8554.81683714692,..,12994.4075144004,14494.2209622671
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lebanon,LBN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lesotho,LSO,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Liberia,LBR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Libya,LBY,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Liechtenstein,LIE,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lithuania,LTU,..,..,..,..,..,12572.7958552092,12929.549478812
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Low & middle income,LMY,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Low income,LIC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Lower middle income,LMC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Luxembourg,LUX,65171.2636499335,68872.5759748185,68120.800760677,68347.9132140423,..,70192.2790503556,74400.1200847976
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,North Macedonia,MKD,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Madagascar,MDG,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malawi,MWI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malaysia,MYS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Maldives,MDV,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mali,MLI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Malta,MLT,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Marshall Islands,MHL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mauritania,MRT,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mauritius,MUS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mexico,MEX,14301.9008553067,15944.1259026617,17040.7519853811,17271.1910055443,..,19893.4352600088,20851.4776702642
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle East & North Africa,MEA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Middle income,MIC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Moldova,MDA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Monaco,MCO,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mongolia,MNG,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Montenegro,MNE,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Morocco,MAR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Mozambique,MOZ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Myanmar,MMR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Namibia,NAM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nauru,NRU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nepal,NPL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Netherlands,NLD,..,36456.3829829042,36097.4997068384,36641.5821529546,..,38922.4689798656,42133.4157556578
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,New Caledonia,NCL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,New Zealand,NZL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nicaragua,NIC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Niger,NER,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Nigeria,NGA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,North America,NAC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Norway,NOR,32041.1929628795,35685.2205575956,35408.5564776728,36201.7321411492,..,35577.1466195427,34886.3088393486
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,OECD members,OED,..,..,29494.1745664642,29635.7965248431,..,30817.3072274372,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Oman,OMN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Pakistan,PAK,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Palau,PLW,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Panama,PAN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Papua New Guinea,PNG,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Paraguay,PRY,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Peru,PER,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Philippines,PHL,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Poland,POL,9525.96551136001,15220.2558736515,15134.8202218999,15468.3003430092,..,15599.8185474661,16139.5801104025
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Portugal,PRT,30824.6002170544,30805.8436361609,31929.9850404951,32644.4555772017,..,32886.5883272144,33516.2769716563
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Puerto Rico,PRI,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Qatar,QAT,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Romania,ROU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Russian Federation,RUS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Rwanda,RWA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Samoa,WSM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,San Marino,SMR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sao Tome and Principe,STP,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Saudi Arabia,SAU,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Senegal,SEN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Serbia,SRB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Seychelles,SYC,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sierra Leone,SLE,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Singapore,SGP,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Slovak Republic,SVK,9033.02286198137,9938.29548889874,10583.2019815357,11390.7435105532,..,12753.7545715576,13705.2282907924
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Slovenia,SVN,26690.1929798696,25134.1556464522,24916.7577790254,25710.9120167339,..,26822.6630205893,28030.7973922385
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Solomon Islands,SLB,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Somalia,SOM,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,South Africa,ZAF,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,South Asia,SAS,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,South Sudan,SSD,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Spain,ESP,37137.2992414578,36422.4706992917,36405.364849455,37609.3539261148,..,38986.7204358749,40812.9390199192
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sri Lanka,LKA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,St. Lucia,LCA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,St. Martin (French part),MAF,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sudan,SDN,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Suriname,SUR,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Eswatini,SWZ,..,..,..,..,..,..,..
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Sweden,SWE,28776.8799044426,33383.2609456594,32697.6472600253,35573.8057563484,..,36191.5997880867,38489.4721136825
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Switzerland,CHE,40316.7975851999,..,47641.325562287,50202.9671346742,..,52743.2572894964,54388.46702386
Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
