Country Name,Country Code,Series,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Croatia,HRV,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Croatia,HRV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Cuba,CUB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Cuba,CUB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Cuba,CUB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cuba,CUB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cuba,CUB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cuba,CUB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cuba,CUB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Curacao,CUW,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Curacao,CUW,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Curacao,CUW,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Curacao,CUW,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Curacao,CUW,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Curacao,CUW,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Curacao,CUW,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Cyprus,CYP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,439.008249797907,..,..
Cyprus,CYP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1286.82019,..,..,..,..
Cyprus,CYP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Cyprus,CYP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Cyprus,CYP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Cyprus,CYP,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Cyprus,CYP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Czech Republic,CZE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,496.791310656231,..,..
Czech Republic,CZE,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,10900.42841,..,..,..,..
Czech Republic,CZE,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,18970.7505905167,21854.2951968204,..,..
Czech Republic,CZE,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,18943.8643679693,21854.2951968204,..,..
Czech Republic,CZE,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,17919.6673278063,20472.2053820017,..,..
Czech Republic,CZE,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,18953.10650697,21854.2951968204,..,..
Czech Republic,CZE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Denmark,DNK,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,492.637033350974,..,..
Denmark,DNK,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Denmark,DNK,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,42841.1890964592,46383.4096869942,..,..
Denmark,DNK,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,44918.7390926251,48988.5371886801,..,..
Denmark,DNK,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,41273.7083685784,44039.4832948937,..,..
Denmark,DNK,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,45134.4234911529,49481.7779998328,..,..
Denmark,DNK,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Djibouti,DJI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Djibouti,DJI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,102.17368,103.14012,109.29725,..,..
Djibouti,DJI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Djibouti,DJI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Djibouti,DJI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Djibouti,DJI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Djibouti,DJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Dominica,DMA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Dominica,DMA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Dominica,DMA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Dominica,DMA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Dominica,DMA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Dominica,DMA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Dominica,DMA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Dominican Republic,DOM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,335.629946557719,..,..
Dominican Republic,DOM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Dominican Republic,DOM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Dominican Republic,DOM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Dominican Republic,DOM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Dominican Republic,DOM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Dominican Republic,DOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,462294,..,..,..,..
Early-demographic dividend,EAR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Early-demographic dividend,EAR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Early-demographic dividend,EAR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Early-demographic dividend,EAR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Early-demographic dividend,EAR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Early-demographic dividend,EAR,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Early-demographic dividend,EAR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,477489660,476441325,476891291,..,..
East Asia & Pacific,EAS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
East Asia & Pacific,EAS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
East Asia & Pacific,EAS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
East Asia & Pacific,EAS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
East Asia & Pacific,EAS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
East Asia & Pacific,EAS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,87632181,84472801,82417244,..,..
East Asia & Pacific (excluding high income),EAP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,74060657,71366641,69595675,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,74060991,71366989,69596038,..,..
Ecuador,ECU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Ecuador,ECU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Ecuador,ECU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Ecuador,ECU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Ecuador,ECU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Ecuador,ECU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Ecuador,ECU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,661701,850572,..,..,..
"Egypt, Arab Rep.",EGY,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,18518979,..,..,..
El Salvador,SLV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
El Salvador,SLV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,925.38113,930.5333,938.24687,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
El Salvador,SLV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,544348,534449,515242,..,..
Equatorial Guinea,GNQ,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Eritrea,ERI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Eritrea,ERI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,470454,..,..
Estonia,EST,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,530.108004621743,..,..
Estonia,EST,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1240.74603,..,..,..,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,19529.3931231184,22178.3069676296,..,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,19529.3931231184,22178.3069676296,..,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,19529.3931231184,22178.3069676296,..,..
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Eswatini,SWZ,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Eswatini,SWZ,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Eswatini,SWZ,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Eswatini,SWZ,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Eswatini,SWZ,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Eswatini,SWZ,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Eswatini,SWZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,81429,..,..
Ethiopia,ETH,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Ethiopia,ETH,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Ethiopia,ETH,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Ethiopia,ETH,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Ethiopia,ETH,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Ethiopia,ETH,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,30147373,..,..,..
Euro area,EMU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Euro area,EMU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Euro area,EMU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Euro area,EMU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Euro area,EMU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Euro area,EMU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Euro area,EMU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Europe & Central Asia,ECS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Europe & Central Asia,ECS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Europe & Central Asia,ECS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Europe & Central Asia,ECS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Europe & Central Asia,ECS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Europe & Central Asia,ECS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,13083906,12991262,12522846,..,..
Europe & Central Asia (excluding high income),ECA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,3373616,3458799,3311401,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,3806240,3889195,3739261,..,..
European Union,EUU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
European Union,EUU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
European Union,EUU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
European Union,EUU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Faroe Islands,FRO,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Faroe Islands,FRO,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Faroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Faroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Faroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Faroe Islands,FRO,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Fiji,FJI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Fiji,FJI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Fiji,FJI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Fiji,FJI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Fiji,FJI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Fiji,FJI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Fiji,FJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,5666,..,..,..
Finland,FIN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,521.88456314354,..,..
Finland,FIN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,16485.31958,..,..,..,..
Finland,FIN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,38260.8617538961,38841.9608849518,..,..
Finland,FIN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,33408.3629345215,33915.763180656,..,..
Finland,FIN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,29578.260066115,30027.4893943282,..,..
Finland,FIN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,36081.3245590621,36629.3212686886,..,..
Finland,FIN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Fragile and conflict affected situations,FCS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Fragile and conflict affected situations,FCS,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Fragile and conflict affected situations,FCS,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Fragile and conflict affected situations,FCS,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Fragile and conflict affected situations,FCS,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,109085721,109657434,111254167,..,..
France,FRA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,492.977076058355,..,..
France,FRA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
France,FRA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,31002.7463851696,32492.2256070124,..,..
France,FRA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,29515.5433306266,30871.9197004,..,..
France,FRA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,29515.5433306266,30871.9197004,..,..
France,FRA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,31002.7463851696,32492.2256070124,..,..
France,FRA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
French Polynesia,PYF,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
French Polynesia,PYF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
